,name
1782,norethindrone acetate 5 MG Oral Tablet
1783,norethindrone acetate 5 MG Oral Tablet [Aygestin]
1784,olanzapine 10 MG Disintegrating Oral Tablet
1785,olanzapine 10 MG Oral Tablet
1786,olanzapine 15 MG Disintegrating Oral Tablet
1787,olanzapine 15 MG Oral Tablet
1788,olanzapine 2.5 MG Oral Tablet
1789,olanzapine 20 MG Disintegrating Oral Tablet
1790,olanzapine 20 MG Oral Tablet
1791,olanzapine 5 MG Disintegrating Oral Tablet
1792,olanzapine 5 MG Oral Tablet
1793,olanzapine 7.5 MG Oral Tablet
1794,oxaprozin 600 MG Oral Tablet
1795,oxaprozin 600 MG Oral Tablet [Daypro]
1796,oxcarbazepine 150 MG Oral Tablet
1797,oxcarbazepine 150 MG Oral Tablet [Trileptal]
1798,oxcarbazepine 300 MG Oral Tablet
1799,oxcarbazepine 300 MG Oral Tablet [Trileptal]
1800,oxcarbazepine 600 MG Oral Tablet
1801,oxcarbazepine 600 MG Oral Tablet [Trileptal]
1802,pantoprazole 20 MG Delayed Release Oral Tablet
1803,pantoprazole 40 MG Delayed Release Oral Tablet
1804,paricalcitol 0.001 MG Oral Capsule
1805,paricalcitol 0.002 MG Oral Capsule
1806,paricalcitol 0.004 MG Oral Capsule
1807,pioglitazone 15 MG Oral Tablet
1808,pioglitazone 30 MG Oral Tablet
1809,pioglitazone 45 MG Oral Tablet
1810,pitavastatin 1 MG Oral Tablet [Livalo]
1811,pitavastatin 2 MG Oral Tablet [Livalo]
1812,pitavastatin 4 MG Oral Tablet [Livalo]
1813,posaconazole 100 MG Delayed Release Oral Tablet [Noxafil]
1814,potassium citrate 10 MEQ Extended Release Oral Tablet
1815,potassium citrate 15 MEQ Extended Release Oral Tablet
1816,potassium citrate 15 MEQ Extended Release Oral Tablet [Urocit-K]
1817,potassium citrate 5 MEQ Extended Release Oral Tablet
1818,"potassium phosphate 155 MG / Sodium Phosphate, Dibasic 852 MG / Sodium Phosphate, Monobasic 130 MG Oral Tablet [K-Phos Neutral]"
1819,"potassium phosphate 155 MG / Sodium Phosphate, Dibasic 852 MG / Sodium Phosphate, Monobasic 130 MG Oral Tablet [Phospha 250 Neutral]"
1820,prasugrel 10 MG Oral Tablet [Effient]
1821,prednisolone 15 MG Disintegrating Oral Tablet [Orapred]
1822,prednisolone 30 MG Disintegrating Oral Tablet [Orapred]
1823,prednisolone 5 MG Oral Tablet [MILLIPRED]
1824,pregabalin 100 MG Oral Capsule [Lyrica]
1825,pregabalin 150 MG Oral Capsule [Lyrica]
1826,pregabalin 200 MG Oral Capsule [Lyrica]
1827,pregabalin 225 MG Oral Capsule [Lyrica]
1828,pregabalin 25 MG Oral Capsule [Lyrica]
1829,pregabalin 300 MG Oral Capsule [Lyrica]
1830,pregabalin 50 MG Oral Capsule [Lyrica]
1831,pregabalin 75 MG Oral Capsule [Lyrica]
1832,quetiapine 100 MG Oral Tablet
1833,quetiapine 100 MG Oral Tablet [Seroquel]
1834,quetiapine 200 MG Oral Tablet
1835,quetiapine 25 MG Oral Tablet
1836,quetiapine 25 MG Oral Tablet [Seroquel]
1837,quetiapine 300 MG Oral Tablet
1838,quetiapine 400 MG Oral Tablet
1839,quetiapine 400 MG Oral Tablet [Seroquel]
1840,quetiapine 50 MG Oral Tablet
1841,quinapril 10 MG Oral Tablet
1842,quinapril 20 MG Oral Tablet
1843,quinapril 40 MG Oral Tablet
1844,quinapril 5 MG Oral Tablet
1845,quinidine gluconate 324 MG Extended Release Oral Tablet
1846,raltegravir 400 MG Oral Tablet [Isentress]
1847,ramelteon 8 MG Oral Tablet [Rozerem]
1848,rasagiline 0.5 MG Oral Tablet [Azilect]
1849,rasagiline 1 MG Oral Tablet [Azilect]
1850,repaglinide 0.5 MG Oral Tablet
1851,repaglinide 0.5 MG Oral Tablet [Prandin]
1852,repaglinide 1 MG Oral Tablet
1853,repaglinide 1 MG Oral Tablet [Prandin]
1854,repaglinide 2 MG Oral Tablet [Prandin]
1855,rifaximin 200 MG Oral Tablet [XIFAXAN]
1856,rifaximin 550 MG Oral Tablet [XIFAXAN]
1857,risedronate sodium 30 MG Oral Tablet
1858,risedronate sodium 5 MG Oral Tablet
1859,rivaroxaban 10 MG Oral Tablet [Xarelto]
1860,rivaroxaban 15 MG Oral Tablet [Xarelto]
1861,rivaroxaban 20 MG Oral Tablet [Xarelto]
1862,rivastigmine 3 MG Oral Capsule
1863,rivastigmine 3 MG Oral Capsule [Exelon]
1864,rivastigmine 4.5 MG Oral Capsule
1865,rivastigmine 6 MG Oral Capsule
1866,rizatriptan 10 MG Disintegrating Oral Tablet
1867,rizatriptan 10 MG Oral Tablet
1868,rizatriptan 5 MG Disintegrating Oral Tablet
1869,rizatriptan 5 MG Oral Tablet
1870,ropinirole 0.25 MG Oral Tablet
1871,ropinirole 0.25 MG Oral Tablet [Requip]
1872,ropinirole 0.5 MG Oral Tablet
1873,ropinirole 0.5 MG Oral Tablet [Requip]
1874,ropinirole 1 MG Oral Tablet
1875,ropinirole 1 MG Oral Tablet [Requip]
1876,ropinirole 2 MG Oral Tablet
1877,ropinirole 2 MG Oral Tablet [Requip]
1878,ropinirole 3 MG Oral Tablet
1879,ropinirole 3 MG Oral Tablet [Requip]
1880,ropinirole 4 MG Oral Tablet
1881,ropinirole 4 MG Oral Tablet [Requip]
1882,ropinirole 5 MG Oral Tablet
1883,ropinirole 5 MG Oral Tablet [Requip]
1884,rosiglitazone 2 MG Oral Tablet [Avandia]
1885,rosiglitazone 4 MG Oral Tablet [Avandia]
1886,rosiglitazone 8 MG Oral Tablet [Avandia]
1887,rufinamide 200 MG Oral Tablet [Banzel]
1888,rufinamide 400 MG Oral Tablet [Banzel]
1889,saxagliptin 2.5 MG Oral Tablet [Onglyza]
1890,saxagliptin 5 MG Oral Tablet [Onglyza]
1891,selegiline hydrochloride 5 MG Oral Capsule
1892,selegiline hydrochloride 5 MG Oral Tablet
1893,"sennosides, USP 8.6 MG Oral Tablet"
1894,sevelamer carbonate 800 MG Oral Tablet [Renvela]
1895,sevelamer hydrochloride 800 MG Oral Tablet [RenaGel]
1896,sildenafil 100 MG Oral Tablet [Viagra]
1897,sildenafil 20 MG Oral Tablet
1898,sildenafil 25 MG Oral Tablet [Viagra]
1899,sildenafil 50 MG Oral Tablet [Viagra]
1900,silodosin 4 MG Oral Capsule [Rapaflo]
1901,silodosin 8 MG Oral Capsule [Rapaflo]
1902,sitagliptin 100 MG Oral Tablet [Januvia]
1903,sitagliptin 25 MG Oral Tablet [Januvia]
1904,sitagliptin 50 MG Oral Tablet [Januvia]
1905,sodium phosphate 1500 MG Oral Tablet [OsmoPrep]
1906,solifenacin succinate 10 MG Oral Tablet [Vesicare]
1907,solifenacin succinate 5 MG Oral Tablet [Vesicare]
1908,sorafenib 200 MG Oral Tablet [Nexavar]
1909,"synthetic conjugated estrogens, A 0.3 MG Oral Tablet [Cenestin]"
1910,"synthetic conjugated estrogens, A 0.45 MG Oral Tablet [Cenestin]"
1911,"synthetic conjugated estrogens, A 0.625 MG Oral Tablet [Cenestin]"
1912,"synthetic conjugated estrogens, A 0.9 MG Oral Tablet [Cenestin]"
1913,"synthetic conjugated estrogens, A 1.25 MG Oral Tablet [Cenestin]"
1914,"synthetic conjugated estrogens, B 0.3 MG Oral Tablet [Enjuvia]"
1915,"synthetic conjugated estrogens, B 0.45 MG Oral Tablet [Enjuvia]"
1916,"synthetic conjugated estrogens, B 0.9 MG Oral Tablet [Enjuvia]"
1917,"synthetic conjugated estrogens, B 1.25 MG Oral Tablet [Enjuvia]"
1918,tadalafil 10 MG Oral Tablet [Cialis]
1919,tadalafil 20 MG Oral Tablet [Cialis]
1920,tadalafil 5 MG Oral Tablet [Cialis]
1921,telmisartan 40 MG Oral Tablet
1922,telmisartan 80 MG Oral Tablet
1923,telmisartan 80 MG Oral Tablet [Micardis]
1924,terbinafine 250 MG Oral Tablet
1925,thyroid (USP) 120 MG Oral Tablet [Armour Thyroid]
1926,thyroid (USP) 15 MG Oral Tablet [Armour Thyroid]
1927,thyroid (USP) 16.25 MG Oral Tablet [Nature-Throid]
1928,thyroid (USP) 32.5 MG Oral Tablet [Nature-Throid]
1929,thyroid (USP) 48.75 MG Oral Tablet [Nature-Throid]
1930,thyroid (USP) 60 MG Oral Tablet [Armour Thyroid]
1931,thyroid (USP) 65 MG Oral Tablet [Nature-Throid]
1932,thyroid (USP) 90 MG Oral Tablet [Armour Thyroid]
1933,tizanidine 2 MG Oral Capsule
1934,tizanidine 2 MG Oral Capsule [Zanaflex]
1935,tizanidine 2 MG Oral Tablet
1936,tizanidine 4 MG Oral Capsule
1937,tizanidine 4 MG Oral Capsule [Zanaflex]
1938,tizanidine 4 MG Oral Tablet
1939,tizanidine 6 MG Oral Capsule
1940,tizanidine 6 MG Oral Capsule [Zanaflex]
1941,tolterodine tartrate 1 MG Oral Tablet
1942,tolterodine tartrate 2 MG Oral Tablet
1943,topiramate 100 MG Oral Tablet
1944,topiramate 15 MG Oral Capsule
1945,topiramate 15 MG Oral Capsule [Topamax]
1946,topiramate 200 MG Oral Tablet
1947,topiramate 25 MG Oral Capsule
1948,topiramate 25 MG Oral Tablet
1949,topiramate 50 MG Oral Tablet
1950,topiramate 50 MG Oral Tablet [Topamax]
1951,torsemide 10 MG Oral Tablet
1952,torsemide 100 MG Oral Tablet
1953,torsemide 20 MG Oral Tablet
1954,torsemide 5 MG Oral Tablet
1955,tramadol hydrochloride 50 MG Oral Tablet
1956,trandolapril 1 MG Oral Tablet
1957,trandolapril 2 MG Oral Tablet
1958,trandolapril 4 MG Oral Tablet
1959,trospium chloride 20 MG Oral Tablet
1960,valacyclovir 1000 MG Oral Tablet
1961,valacyclovir 1000 MG Oral Tablet [Valtrex]
1962,valacyclovir 500 MG Oral Tablet
1963,valacyclovir 500 MG Oral Tablet [Valtrex]
1964,valganciclovir 450 MG Oral Tablet
1965,valsartan 160 MG Oral Tablet
1966,valsartan 160 MG Oral Tablet [Diovan]
1967,valsartan 320 MG Oral Tablet
1968,valsartan 320 MG Oral Tablet [Diovan]
1969,valsartan 40 MG Oral Tablet
1970,valsartan 40 MG Oral Tablet [Diovan]
1971,valsartan 80 MG Oral Tablet
1972,valsartan 80 MG Oral Tablet [Diovan]
1973,vardenafil 10 MG Disintegrating Oral Tablet [Staxyn]
1974,vardenafil 10 MG Oral Tablet [Levitra]
1975,vardenafil 20 MG Oral Tablet [Levitra]
1976,venlafaxine 100 MG Oral Tablet
1977,venlafaxine 25 MG Oral Tablet
1978,venlafaxine 37.5 MG Oral Tablet
1979,venlafaxine 50 MG Oral Tablet
1980,venlafaxine 75 MG Oral Tablet
1981,vilazodone hydrochloride 20 MG Oral Tablet [Viibryd]
1982,vilazodone hydrochloride 40 MG Oral Tablet [Viibryd]
1983,voriconazole 200 MG Oral Tablet
1984,voriconazole 50 MG Oral Tablet
1985,vortioxetine 10 MG Oral Tablet [Brintellix]
1986,zafirlukast 10 MG Oral Tablet
1987,zafirlukast 20 MG Oral Tablet
1988,zaleplon 10 MG Oral Capsule
1989,zaleplon 5 MG Oral Capsule
1990,ziprasidone 20 MG Oral Capsule
1991,ziprasidone 20 MG Oral Capsule [Geodon]
1992,ziprasidone 40 MG Oral Capsule
1993,ziprasidone 40 MG Oral Capsule [Geodon]
1994,ziprasidone 60 MG Oral Capsule
1995,ziprasidone 60 MG Oral Capsule [Geodon]
1996,ziprasidone 80 MG Oral Capsule
1997,ziprasidone 80 MG Oral Capsule [Geodon]
1998,zolmitriptan 2.5 MG Disintegrating Oral Tablet
1999,zolmitriptan 2.5 MG Disintegrating Oral Tablet [Zomig]
2000,zolmitriptan 2.5 MG Oral Tablet
2001,zolmitriptan 2.5 MG Oral Tablet [Zomig]
2002,zolmitriptan 5 MG Disintegrating Oral Tablet
2003,zonisamide 100 MG Oral Capsule
2004,zonisamide 25 MG Oral Capsule
2005,zonisamide 50 MG Oral Capsule
2006,{12 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 9 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Aranelle 28]
2007,{12 (risedronate sodium 35 MG Oral Tablet) } Pack
2008,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]"
2009,{15 (Estradiol 1 MG / norgestimate 0.09 MG Oral Tablet) / 15 (Estradiol 1 MG Oral Tablet) } Pack [Prefest 30 Day]
2010,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)]
2011,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Azurette 28 Day]
2012,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Kariva 28 Day]
2013,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Mircette 28 Day]
2014,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Apri 28 Day]
2015,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Reclipsen 28 Day]
2016,{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Aviane 28]
2017,{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Lessina 28 Day]
2018,{21 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sronyx 28 Day]
2019,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Gildess FE 1/20 28 Day]
2020,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]
2021,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Larin Fe 1/20]
2022,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1/20 28 Day]
2023,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Microgestin Fe 1/20 28 Day]
2024,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day]
2025,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Loestrin 1/20 21 Day]
2026,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Microgestin 1/20 21 Day]
2027,{21 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Levora 0.15/30 28 Day]
2028,{21 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Marlissa 28 Day]
2029,{21 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Nordette 28 Day]
2030,{21 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Portia 28 Day]
2031,{21 (Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Cryselle 28]
2032,{21 (Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day]
2033,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Gildess FE 1.5/30 28 Day]
2034,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1.5/30 28 Day]
2035,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Larin Fe 1.5/30]
2036,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin Fe 1.5/30 28 Day]
2037,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Microgestin Fe 1.5/30 28 Day]
2038,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) } Pack [Junel 1.5/30 21 Day]
2039,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) } Pack [Loestrin 1.5/30 21 Day]
2040,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Balziva 28 Day]
2041,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Zenchent 28 Day]
2042,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Necon 0.5/35 28 Day]
2043,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Nortrel 0.5/35 28 Day]
2044,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Nortrel 1/35 28 Day]
2045,{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) } Pack [Nortrel 1/35 21 Day]
2046,{21 (Ethinyl Estradiol 0.035 MG / ethynodiol 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Kelnor 1/35 28 Day]
2047,{21 (Ethinyl Estradiol 0.035 MG / ethynodiol 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Zovia 1/35E 28 Day]
2048,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Mono-Linyah 28 Day]
2049,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [MonoNessa 28 Day]
2050,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Cyclen 28 Day]
2051,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Previfem 28 Day]
2052,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]
2053,{21 (Ethinyl Estradiol 0.05 MG / Norgestrel 0.5 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ogestrel 28 Day]
2054,{21 (Ethinyl Estradiol 0.05 MG / ethynodiol 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Zovia 1/50E 28 Day]
2055,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack
2056,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG / levomefolate calcium 0.451 MG Oral Tablet) / 7 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Safyral 28 Day]
2057,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ocella 28 Day]
2058,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day]
2059,{24 (Ethinyl Estradiol 0.01 MG / norethindrone acetate 1 MG Oral Tablet) / 2 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Lo Loestrin Fe 28 Day]
2060,{24 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Chewable Tablet) / 4 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Minastrin 24 Fe Chewable 28 Day]
2061,{24 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 4 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Gildess 24 Fe 28 Day]
2062,{24 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 4 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 24 1/20 28 Day]
2063,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet) / 4 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Beyaz 28 Day]
2064,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack
2065,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack [Gianvi 28-Day]
2066,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack [Loryna 28 Day]
2067,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day]
2068,{28 (Estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack [Mimvey Lo 28 Day]
2069,{28 (Estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack
2070,{28 (Estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Lopreeza 1/0.5 28 Day]
2071,{28 (Estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Mimvey]
2072,{28 (Ethinyl Estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Femhrt 0.5/2.5 28 Day]
2073,{28 (Ethinyl Estradiol 0.02 MG / Levonorgestrel 0.09 MG Oral Tablet) } Pack [Amethyst 28 Day]
2074,{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Camila 28 Day]
2075,{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Errin 28 Day]
2076,{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Heather 28 Day]
2077,{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Jolivette 28 Day]
2078,{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Nora-BE 28 Day]
2079,{3 (Azithromycin 500 MG Oral Tablet) } Pack
2080,{35 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Blue (For Patients Taking Valproate)]
2081,{4 (Amoxicillin 500 MG Oral Capsule) / 2 (Clarithromycin 500 MG Oral Tablet) / 2 (lansoprazole 30 MG Delayed Release Oral Capsule) } Pack
2082,{4 (risedronate sodium 35 MG Delayed Release Oral Tablet) } Pack
2083,{4 (risedronate sodium 35 MG Delayed Release Oral Tablet) } Pack [Atelvia]
2084,{4 (risedronate sodium 35 MG Oral Tablet [Actonel]) } Pack [Actonel 35 4-Week]
2085,{5 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (Ethinyl Estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Tri-Legest 28 Day]
2086,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day]
2087,{5 (moxifloxacin 400 MG Oral Tablet [Avelox]) } Pack [Avelox ABC]
2088,{6 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 6 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack
2089,{6 (Azithromycin 250 MG Oral Tablet) } Pack
2090,{6 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.05 MG Oral Tablet) / 10 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.125 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.04 MG / Levonorgestrel 0.075 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Enpresse 28 Day]
2091,{6 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.05 MG Oral Tablet) / 10 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.125 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.04 MG / Levonorgestrel 0.075 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Levonest 28 Day]
2092,"{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Orange Patient Titration Kit (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]"
